Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
CARF	1	0	0	0	1	0	0	1	0	3	1	1
CBARP	0	0	0	0	3	0	0	0	0	3	1	1
CC2D2B	0	1	0	0	2	0	0	0	0	3	1	1
CCDC13	0	0	0	0	2	1	0	0	0	3	1	1
CCDC15	0	0	0	0	3	0	0	0	0	3	1	1
CCDC17	0	0	0	0	3	0	0	0	0	3	1	1
CCDC181	0	0	0	0	3	0	0	0	0	3	1	1
CCDC191	0	0	0	0	3	0	0	0	0	3	1	1
CCDC30	0	0	0	0	3	0	0	0	0	3	1	1
CCDC50	0	0	0	0	3	0	0	0	0	3	1	1
CCDC66	0	0	0	1	2	0	0	0	0	3	1	1
CCDC71	0	0	0	0	3	0	0	0	0	3	1	1
CCZ1B	0	0	0	0	3	0	0	0	0	3	1	1
CD101	0	0	0	0	2	1	0	0	0	3	1	1
CD109	0	0	0	0	2	0	0	1	0	3	1	1
CD22	0	0	0	0	3	0	0	0	0	3	1	1
CD226	0	0	0	0	3	0	0	0	0	3	1	1
CD44	0	0	0	0	2	0	0	1	0	3	1	1
CDAN1	0	0	0	0	3	0	0	0	0	3	1	1
CDIN1	0	0	0	0	3	0	0	0	0	3	1	1
CDT1	0	0	0	0	2	0	0	1	0	3	1	1
CELF6	1	0	0	0	2	0	0	0	0	3	1	1
CELSR1	0	0	0	0	3	0	0	0	0	3	1	1
CELSR3	1	0	0	0	2	0	0	0	0	3	1	1
CEP126	0	0	0	0	3	0	0	0	0	3	1	1
CEP162	0	0	0	0	3	0	0	0	0	3	1	1
CEP295	0	0	0	0	3	0	0	0	0	3	1	1
CEP55	0	0	0	0	3	0	0	0	0	3	1	1
CFAP206	0	0	0	0	3	0	0	0	0	3	1	1
CFAP251	0	0	0	0	3	0	0	0	0	3	1	1
CFH	0	0	0	0	3	0	0	0	0	3	1	1
CHGB	1	0	0	0	2	0	0	0	0	3	1	1
CLDN23	0	0	0	0	2	0	1	0	0	3	1	1
CLMN	0	0	0	0	3	0	0	0	0	3	1	1
CMPK1	0	0	0	0	2	0	0	1	0	3	1	1
CMYA5	1	0	0	0	2	0	0	0	0	3	1	1
CNPPD1	0	0	0	0	3	0	0	0	0	3	1	1
COG3	0	0	0	0	3	0	0	0	0	3	1	1
COL12A1	0	0	0	0	3	0	0	0	0	3	1	1
COL3A1	0	0	0	0	3	0	0	0	0	3	1	1
COL5A1	0	0	0	0	3	0	0	0	0	3	1	1
COL7A1	0	0	0	0	3	0	0	0	0	3	1	1
COQ3	0	0	0	0	3	0	0	0	0	3	1	1
CRACR2B	0	0	0	0	3	0	0	0	0	3	1	1
CREB3L2	0	0	1	0	2	0	0	0	0	3	1	1
CSAD	1	0	0	0	2	0	0	0	0	3	1	1
CSPG4	0	0	0	0	3	0	0	0	0	3	1	1
CWC22	0	0	0	0	3	0	0	0	0	3	1	1
DDX27	0	0	0	0	3	0	0	0	0	3	1	1
DDX60L	0	0	0	0	3	0	0	0	0	3	1	1
DHTKD1	0	0	0	0	3	0	0	0	0	3	1	1
DIDO1	0	0	0	0	3	0	0	0	0	3	1	1
DKK3	0	0	0	0	1	0	0	2	0	3	1	1
DLAT	0	0	0	0	3	0	0	0	0	3	1	1
DMD	1	0	0	0	2	0	0	0	0	3	1	1
DMKN	0	0	0	0	3	0	0	0	0	3	1	1
DMXL1	0	0	0	0	3	0	0	0	0	3	1	1
DNAAF9	0	0	0	0	3	0	0	0	0	3	1	1
DOCK1	0	0	0	0	3	0	0	0	0	3	1	1
DPY19L2	0	0	0	0	1	2	0	0	0	3	1	1
DYNC2I1	0	0	1	0	2	0	0	0	0	3	1	1
DZIP1	0	0	0	0	3	0	0	0	0	3	1	1
ECHDC3	0	0	0	0	3	0	0	0	0	3	1	1
ECPAS	0	0	0	0	2	0	0	1	0	3	1	1
EFHB	1	0	0	0	2	0	0	0	0	3	1	1
ELAPOR2	0	0	0	0	3	0	0	0	0	3	1	1
ELL3	1	0	0	0	2	0	0	0	0	3	1	1
EME1	0	0	0	1	2	0	0	0	0	3	1	1
EPB41L2	0	0	0	0	2	0	0	1	0	3	1	1
ERC1	0	0	0	0	3	0	0	0	0	3	1	1
ERCC2	0	0	0	0	3	0	0	0	0	3	1	1
ESPNL	0	0	0	0	3	0	0	0	0	3	1	1
ETV1	0	0	0	0	2	0	0	1	0	3	1	1
EVC	0	0	0	0	3	0	0	0	0	3	1	1
EXPH5	0	0	0	0	3	0	0	0	0	3	1	1
FAAP100	0	0	0	0	3	0	0	0	0	3	1	1
FAM131C	0	0	0	0	3	0	0	0	0	3	1	1
FAM135A	0	0	0	0	2	1	0	0	0	3	1	1
FAM184A	0	0	0	0	3	0	0	0	0	3	1	1
FAM185A	0	0	0	0	3	0	0	0	0	3	1	1
FAM20A	0	0	0	0	2	0	0	1	0	3	1	1
FAM221A	0	0	0	0	3	0	0	0	0	3	1	1
FARP2	0	0	0	0	3	0	0	0	0	3	1	1
FBF1	0	0	0	0	3	0	0	0	0	3	1	1
FDXACB1	0	0	0	0	3	0	0	0	0	3	1	1
FES	0	0	0	0	2	1	0	0	0	3	1	1
FGF13	0	0	0	0	3	0	0	0	0	3	1	1
FHOD3	1	0	0	0	2	0	0	0	0	3	1	1
FKBP1C	0	0	0	0	3	0	0	0	0	3	1	1
FMN1	0	0	0	0	3	0	0	0	0	3	1	1
FZD2	2	0	0	0	1	0	0	0	0	3	1	1
FZD8	0	0	0	0	2	1	0	0	0	3	1	1
FZD9	0	0	0	0	3	0	0	0	0	3	1	1
GABRA3	0	0	0	0	3	0	0	0	0	3	1	1
GBP2	0	0	0	0	3	0	0	0	0	3	1	1
GCFC2	0	0	0	0	3	0	0	0	0	3	1	1
GEMIN4	0	0	0	0	3	0	0	0	0	3	1	1
GEN1	0	0	0	0	3	0	0	0	0	3	1	1
GGT1	0	0	0	0	3	0	0	0	0	3	1	1
GHR	0	0	0	0	3	0	0	0	0	3	1	1
GIGYF1	0	0	1	0	1	0	0	1	0	3	1	1
GLTPD2	0	0	0	0	3	0	0	0	0	3	1	1
GM2A	0	0	0	0	3	0	0	0	0	3	1	1
GMCL2	0	0	0	0	3	0	0	0	0	3	1	1
GNAL	0	0	0	0	3	0	0	0	0	3	1	1
GOLGA8A	0	0	0	0	3	0	0	0	0	3	1	1
GPR156	0	0	0	0	3	0	0	0	0	3	1	1
GPSM2	0	0	1	0	2	0	0	0	0	3	1	1
GRIN2C	0	0	0	1	2	0	0	0	0	3	1	1
GSTZ1	0	0	0	0	3	0	0	0	0	3	1	1
HCAR1	0	0	0	0	3	0	0	0	0	3	1	1
HEATR6	0	0	0	0	3	0	0	0	0	3	1	1
HEG1	0	0	0	0	3	0	0	0	0	3	1	1
HELB	0	0	0	0	3	0	0	0	0	3	1	1
HERC5	0	0	0	0	1	0	0	2	0	3	1	1
HID1	2	0	0	0	1	0	0	0	0	3	1	1
HJURP	0	0	0	0	3	0	0	0	0	3	1	1
HNRNPCL1	0	0	0	0	3	0	0	0	0	3	1	1
HPSE	1	0	0	0	1	1	0	0	0	3	1	1
HR	0	0	0	0	3	0	0	0	0	3	1	1
IGDCC4	1	0	0	0	2	0	0	0	0	3	1	1
IGHMBP2	0	0	0	0	3	0	0	0	0	3	1	1
IGSF8	0	0	0	0	2	0	0	1	0	3	1	1
IL6ST	0	0	0	0	3	0	0	0	0	3	1	1
INAVA	0	0	0	0	3	0	0	0	0	3	1	1
INF2	0	0	1	0	2	0	0	0	0	3	1	1
INTS13	1	0	0	0	2	0	0	0	0	3	1	1
IQCH	0	0	0	0	2	1	0	0	0	3	1	1
IQGAP3	0	0	0	0	3	0	0	0	0	3	1	1
IQSEC1	0	0	0	0	3	0	0	0	0	3	1	1
IRF2BPL	0	0	3	0	0	0	0	0	0	3	1	1
ISCU	0	0	0	0	3	0	0	0	0	3	1	1
ITGA10	0	0	0	0	3	0	0	0	0	3	1	1
ITIH4	0	0	0	0	3	0	0	0	0	3	1	1
ITIH5	0	0	0	0	3	0	0	0	0	3	1	1
ITPKB	0	0	1	0	2	0	0	0	0	3	1	1
JAK2	1	0	0	0	2	0	0	0	0	3	1	1
JHY	1	0	0	0	2	0	0	0	0	3	1	1
JMJD8	0	0	0	0	2	0	0	0	1	3	1	1
KATNIP	0	0	0	0	2	0	0	1	0	3	1	1
KDF1	0	0	0	0	3	0	0	0	0	3	1	1
KDM4C	1	0	0	0	2	0	0	0	0	3	1	1
KIAA0586	0	0	0	0	3	0	0	0	0	3	1	1
KIF9	0	0	0	0	3	0	0	0	0	3	1	1
KMT2C	0	0	0	0	2	0	0	1	0	3	1	1
LACTB	0	0	0	0	3	0	0	0	0	3	1	1
LAMA4	0	0	0	0	3	0	0	0	0	3	1	1
LARP1B	0	0	0	0	3	0	0	0	0	3	1	1
LCORL	0	0	1	0	2	0	0	0	0	3	1	1
LRGUK	0	0	0	0	3	0	0	0	0	3	1	1
LRP2	0	0	0	0	3	0	0	0	0	3	1	1
LRP8	0	0	0	0	2	0	0	1	0	3	1	1
LRRC37A3	0	0	0	0	3	0	0	0	0	3	1	1
LRRC8E	0	0	0	0	3	0	0	0	0	3	1	1
LUZP1	0	0	0	0	3	0	0	0	0	3	1	1
MACF1	0	0	0	0	3	0	0	0	0	3	1	1
MAGEF1	0	0	0	1	2	0	0	0	0	3	1	1
MAGI2	0	0	0	0	3	0	0	0	0	3	1	1
MAP1A	0	0	0	0	2	1	0	0	0	3	1	1
MAP3K1	0	0	1	0	2	0	0	0	0	3	1	1
MAP3K20	0	0	0	0	3	0	0	0	0	3	1	1
MAP3K4	0	0	1	0	2	0	0	0	0	3	1	1
MAST2	0	0	0	0	3	0	0	0	0	3	1	1
MCC	0	0	0	0	3	0	0	0	0	3	1	1
MDN1	0	0	0	0	3	0	0	0	0	3	1	1
MEGF6	0	0	0	0	3	0	0	0	0	3	1	1
MET	0	0	0	0	2	0	0	1	0	3	1	1
METAP2	0	0	0	0	3	0	0	0	0	3	1	1
METTL22	0	0	0	0	3	0	0	0	0	3	1	1
MGA	0	0	0	0	3	0	0	0	0	3	1	1
MIA2	0	0	0	0	3	0	0	0	0	3	1	1
MINDY4	0	0	0	0	3	0	0	0	0	3	1	1
MLH3	0	0	0	0	3	0	0	0	0	3	1	1
MME	1	0	0	0	2	0	0	0	0	3	1	1
MMP14	0	0	0	0	3	0	0	0	0	3	1	1
MMS22L	0	0	0	0	3	0	0	0	0	3	1	1
MPP2	1	0	0	0	2	0	0	0	0	3	1	1
MRPS30	0	0	0	0	2	0	0	1	0	3	1	1
MUC5B	0	0	0	0	3	0	0	0	0	3	1	1
MUS81	0	0	0	0	3	0	0	0	0	3	1	1
MYO9B	0	0	0	0	3	0	0	0	0	3	1	1
NACAD	0	0	0	0	3	0	0	0	0	3	1	1
NBEAL2	0	0	0	0	2	0	0	1	0	3	1	1
NBPF1	0	0	0	0	3	0	0	0	0	3	1	1
NCAPD2	0	0	0	0	3	0	0	0	0	3	1	1
NCKAP5	0	0	0	0	3	0	0	0	0	3	1	1
NCOR2	0	0	0	2	1	0	0	0	0	3	1	1
NEB	0	0	0	0	3	0	0	0	0	3	1	1
NEDD4	0	0	0	0	3	0	0	0	0	3	1	1
NEIL3	0	0	0	0	3	0	0	0	0	3	1	1
NEK1	1	0	0	0	2	0	0	0	0	3	1	1
NKAIN4	0	0	0	0	2	0	0	1	0	3	1	1
NLRP1	0	0	0	0	3	0	0	0	0	3	1	1
NMUR2	0	0	0	0	3	0	0	0	0	3	1	1
NOL9	0	0	0	0	3	0	0	0	0	3	1	1
NOM1	0	0	0	0	3	0	0	0	0	3	1	1
NOS2	0	0	0	0	3	0	0	0	0	3	1	1
NPIPB15	0	0	0	0	3	0	0	0	0	3	1	1
NR2F1	1	0	0	0	2	0	0	0	0	3	1	1
NR3C2	0	0	0	0	3	0	0	0	0	3	1	1
NRP2	0	0	0	0	1	1	0	1	0	3	1	1
NT5C1B	0	0	0	0	3	0	0	0	0	3	1	1
NUDT17	2	0	0	0	0	0	0	1	0	3	1	1
OLFML3	0	0	0	0	3	0	0	0	0	3	1	1
OXA1L	0	0	0	1	2	0	0	0	0	3	1	1
OXSM	1	0	0	0	2	0	0	0	0	3	1	1
P3H3	0	0	0	0	2	0	0	1	0	3	1	1
PARD3B	0	0	0	0	3	0	0	0	0	3	1	1
PARP10	0	0	0	0	3	0	0	0	0	3	1	1
PCDHB10	0	0	0	0	2	1	0	0	0	3	1	1
PCDHB12	0	0	0	0	3	0	0	0	0	3	1	1
PCDHGC4	1	0	0	0	2	0	0	0	0	3	1	1
PCNX2	0	0	1	0	2	0	0	0	0	3	1	1
PCYOX1L	1	0	0	0	2	0	0	0	0	3	1	1
PDCD1LG2	0	0	0	0	3	0	0	0	0	3	1	1
PDHX	0	0	0	0	1	0	0	2	0	3	1	1
PDLIM5	0	0	0	0	3	0	0	0	0	3	1	1
PER2	0	0	0	0	3	0	0	0	0	3	1	1
PHLPP2	0	0	0	0	3	0	0	0	0	3	1	1
PIGQ	0	0	0	0	3	0	0	0	0	3	1	1
PKD1	1	0	0	0	2	0	0	0	0	3	1	1
PLEKHG2	0	0	0	0	3	0	0	0	0	3	1	1
PLEKHG4	0	0	0	0	3	0	0	0	0	3	1	1
PLEKHH1	0	0	0	0	3	0	0	0	0	3	1	1
PLEKHH2	0	0	0	0	2	0	0	1	0	3	1	1
PLXNA2	0	0	0	0	3	0	0	0	0	3	1	1
PLXNB2	0	0	0	0	3	0	0	0	0	3	1	1
PLXNB3	0	0	0	0	3	0	0	0	0	3	1	1
PMS2	0	0	0	0	3	0	0	0	0	3	1	1
PNMA8B	0	0	0	0	3	0	0	0	0	3	1	1
PNPLA7	1	0	0	0	2	0	0	0	0	3	1	1
POLQ	0	0	0	0	3	0	0	0	0	3	1	1
POLRMT	0	0	0	0	3	0	0	0	0	3	1	1
POM121	0	0	0	0	3	0	0	0	0	3	1	1
PPFIBP1	0	0	0	0	1	0	0	2	0	3	1	1
PRAG1	0	0	1	0	2	0	0	0	0	3	1	1
PRDM11	1	0	0	0	1	1	0	0	0	3	1	1
PRPF40B	1	0	0	0	1	1	0	0	0	3	1	1
PRR36	0	0	0	0	3	0	0	0	0	3	1	1
PRSS56	0	0	0	0	3	0	0	0	0	3	1	1
PSD3	0	0	0	0	3	0	0	0	0	3	1	1
PTGFRN	0	0	0	0	3	0	0	0	0	3	1	1
PTPN21	1	0	0	0	2	0	0	0	0	3	1	1
PUS3	0	0	0	0	3	0	0	0	0	3	1	1
QRICH2	0	0	0	0	3	0	0	0	0	3	1	1
QSER1	0	0	0	0	3	0	0	0	0	3	1	1
R3HCC1	0	0	0	0	3	0	0	0	0	3	1	1
R3HCC1L	0	0	0	0	2	0	0	1	0	3	1	1
RABL6	0	0	0	0	3	0	0	0	0	3	1	1
RAG1	1	0	0	0	2	0	0	0	0	3	1	1
RAP1GAP	0	0	0	0	3	0	0	0	0	3	1	1
RAPSN	0	0	0	0	2	0	0	0	1	3	1	1
RB1CC1	0	0	0	0	2	1	0	0	0	3	1	1
RBBP6	0	0	0	0	1	0	0	2	0	3	1	1
RBM20	1	0	0	0	2	0	0	0	0	3	1	1
RBP5	0	0	0	0	3	0	0	0	0	3	1	1
RELN	0	0	0	0	3	0	0	0	0	3	1	1
RERE	0	0	1	0	2	0	0	0	0	3	1	1
RFNG	0	0	0	0	2	0	0	1	0	3	1	1
RGPD5	0	0	0	0	3	0	0	0	0	3	1	1
RIBC2	0	0	0	0	3	0	0	0	0	3	1	1
RIOX1	0	0	0	0	3	0	0	0	0	3	1	1
RIPK1	0	0	0	0	3	0	0	0	0	3	1	1
RIPOR3	0	0	0	0	3	0	0	0	0	3	1	1
RPSAP58	0	0	0	0	3	0	0	0	0	3	1	1
RRBP1	0	0	0	0	3	0	0	0	0	3	1	1
RTP4	0	0	0	0	3	0	0	0	0	3	1	1
RWDD3	0	0	0	0	3	0	0	0	0	3	1	1
SACM1L	0	0	0	0	2	0	0	1	0	3	1	1
SACS	0	0	0	0	3	0	0	0	0	3	1	1
SARDH	0	0	0	0	3	0	0	0	0	3	1	1
SATB1	0	0	0	0	3	0	0	0	0	3	1	1
SCAPER	0	0	0	0	2	0	0	0	1	3	1	1
SDE2	0	0	0	0	2	0	0	1	0	3	1	1
SDR39U1	0	0	0	0	3	0	0	0	0	3	1	1
SEC23IP	0	0	0	0	2	0	0	1	0	3	1	1
SEMA3F	0	0	0	0	3	0	0	0	0	3	1	1
SEMA6C	0	0	0	0	3	0	0	0	0	3	1	1
SENP6	0	0	0	0	2	0	0	1	0	3	1	1
SERPINB8	0	0	0	0	3	0	0	0	0	3	1	1
SETD5	0	0	0	0	3	0	0	0	0	3	1	1
SH3TC2	0	0	0	0	3	0	0	0	0	3	1	1
SHF	0	0	0	0	3	0	0	0	0	3	1	1
SIPA1L2	0	0	0	0	3	0	0	0	0	3	1	1
SIX5	0	0	0	0	3	0	0	0	0	3	1	1
SLITRK5	1	0	0	0	2	0	0	0	0	3	1	1
SMG8	0	0	0	0	3	0	0	0	0	3	1	1
SNX9	0	0	0	0	2	0	0	1	0	3	1	1
SOGA1	0	0	0	0	3	0	0	0	0	3	1	1
SP110	0	0	0	0	3	0	0	0	0	3	1	1
SPATA20	0	0	0	0	3	0	0	0	0	3	1	1
SPATA7	0	0	0	0	2	1	0	0	0	3	1	1
SPDYE5	1	0	0	0	2	0	0	0	0	3	1	1
SPEN	0	0	0	0	3	0	0	0	0	3	1	1
SPON2	0	0	0	0	3	0	0	0	0	3	1	1
SPTAN1	0	0	0	0	3	0	0	0	0	3	1	1
SRCAP	0	0	0	0	3	0	0	0	0	3	1	1
SRPX2	1	0	0	0	2	0	0	0	0	3	1	1
SRSF4	0	0	0	0	3	0	0	0	0	3	1	1
STAB2	1	0	0	0	1	0	0	1	0	3	1	1
STEAP2	0	0	0	0	3	0	0	0	0	3	1	1
STIL	0	0	0	0	3	0	0	0	0	3	1	1
STK36	0	0	0	0	3	0	0	0	0	3	1	1
STN1	0	0	0	0	2	0	0	1	0	3	1	1
STON1-GTF2A1L	0	0	0	0	3	0	0	0	0	3	1	1
STOX1	0	0	0	0	3	0	0	0	0	3	1	1
SULF2	0	0	0	0	3	0	0	0	0	3	1	1
SUSD5	0	0	0	0	3	0	0	0	0	3	1	1
SWT1	0	0	0	0	3	0	0	0	0	3	1	1
SYDE2	0	0	0	0	3	0	0	0	0	3	1	1
SYNJ2	0	0	0	0	2	1	0	0	0	3	1	1
SYTL3	0	0	0	0	3	0	0	0	0	3	1	1
TAF1L	0	0	0	0	3	0	0	0	0	3	1	1
TAGLN	0	0	0	0	3	0	0	0	0	3	1	1
TAPBPL	0	0	0	0	3	0	0	0	0	3	1	1
TAS1R3	1	0	0	0	0	2	0	0	0	3	1	1
TASOR	0	0	0	0	3	0	0	0	0	3	1	1
TCHP	0	0	0	0	3	0	0	0	0	3	1	1
TCN2	0	0	0	0	3	0	0	0	0	3	1	1
TEKT2	0	0	0	0	3	0	0	0	0	3	1	1
TENM3	0	0	0	0	3	0	0	0	0	3	1	1
TEP1	0	0	0	0	3	0	0	0	0	3	1	1
TERT	0	0	0	0	3	0	0	0	0	3	1	1
TFAP2E	0	0	0	0	2	1	0	0	0	3	1	1
THAP9	0	0	0	0	3	0	0	0	0	3	1	1
TKFC	0	0	0	0	2	0	0	1	0	3	1	1
TLR6	1	0	0	0	2	0	0	0	0	3	1	1
TM6SF1	0	0	0	0	2	0	0	1	0	3	1	1
TMCC3	0	0	0	0	2	1	0	0	0	3	1	1
TMCO4	0	0	0	0	3	0	0	0	0	3	1	1
TMEM177	0	0	0	0	3	0	0	0	0	3	1	1
TMEM266	0	0	0	0	3	0	0	0	0	3	1	1
TMEM44	0	0	0	0	3	0	0	0	0	3	1	1
TNFRSF10A	0	0	0	0	3	0	0	0	0	3	1	1
TNS1	0	0	1	0	2	0	0	0	0	3	1	1
TONSL	0	0	0	0	3	0	0	0	0	3	1	1
TOPBP1	0	0	0	0	3	0	0	0	0	3	1	1
TRAC	0	0	0	0	3	0	0	0	0	3	1	1
TRAF3IP1	0	0	0	0	2	1	0	0	0	3	1	1
TRAP1	0	0	0	0	2	0	0	1	0	3	1	1
TRIM51	0	0	0	0	3	0	0	0	0	3	1	1
TRMT9B	0	0	0	0	3	0	0	0	0	3	1	1
TRPM3	2	0	0	0	1	0	0	0	0	3	1	1
TRPV4	0	0	0	0	3	0	0	0	0	3	1	1
TSPYL1	0	0	0	1	2	0	0	0	0	3	1	1
TTF2	0	0	0	0	3	0	0	0	0	3	1	1
TTYH2	0	0	0	0	3	0	0	0	0	3	1	1
TUBGCP6	0	0	0	0	3	0	0	0	0	3	1	1
TXNDC11	0	0	0	0	3	0	0	0	0	3	1	1
TYW1B	0	1	0	0	1	1	0	0	0	3	1	1
UBAP2	0	0	0	0	3	0	0	0	0	3	1	1
UBXN10	0	0	0	0	2	1	0	0	0	3	1	1
UNC13B	0	0	0	0	2	1	0	0	0	3	1	1
UNC5B	0	0	0	0	3	0	0	0	0	3	1	1
UQCRHL	0	0	0	0	3	0	0	0	0	3	1	1
USP9Y	0	0	0	0	3	0	0	0	0	3	1	1
UTP14A	0	0	0	0	3	0	0	0	0	3	1	1
VMO1	1	0	0	0	2	0	0	0	0	3	1	1
VPS8	0	0	0	0	2	0	0	1	0	3	1	1
WASHC1	0	0	0	0	3	0	0	0	0	3	1	1
WDR38	0	0	0	0	3	0	0	0	0	3	1	1
WDR62	0	0	0	0	3	0	0	0	0	3	1	1
WFS1	0	0	0	0	3	0	0	0	0	3	1	1
WNK3	1	0	0	0	2	0	0	0	0	3	1	1
ZBED8	0	0	0	0	3	0	0	0	0	3	1	1
ZBTB49	1	0	0	0	2	0	0	0	0	3	1	1
ZCCHC4	0	0	0	0	3	0	0	0	0	3	1	1
ZDBF2	0	1	0	0	2	0	0	0	0	3	1	1
ZEB1	1	0	0	0	2	0	0	0	0	3	1	1
ZFR	0	0	0	0	2	0	0	1	0	3	1	1
ZNF112	0	0	0	0	3	0	0	0	0	3	1	1
ZNF142	0	0	0	0	3	0	0	0	0	3	1	1
ZNF217	0	0	0	0	3	0	0	0	0	3	1	1
ZNF224	0	0	0	0	3	0	0	0	0	3	1	1
ZNF268	0	0	0	0	3	0	0	0	0	3	1	1
ZNF296	0	0	0	0	3	0	0	0	0	3	1	1
ZNF30	0	0	0	0	3	0	0	0	0	3	1	1
ZNF326	1	1	0	0	1	0	0	0	0	3	1	1
ZNF417	0	0	0	0	3	0	0	0	0	3	1	1
ZNF493	0	0	0	0	3	0	0	0	0	3	1	1
ZNF565	1	0	0	0	2	0	0	0	0	3	1	1
ZNF568	0	0	0	0	3	0	0	0	0	3	1	1
ZNF571	0	0	0	0	3	0	0	0	0	3	1	1
ZNF579	0	0	0	1	2	0	0	0	0	3	1	1
ZNF611	0	0	0	0	3	0	0	0	0	3	1	1
ZNF614	0	0	0	0	3	0	0	0	0	3	1	1
ZNF638	0	0	0	0	3	0	0	0	0	3	1	1
ZNF654	0	0	0	0	3	0	0	0	0	3	1	1
ZNF681	0	0	0	0	3	0	0	0	0	3	1	1
ZNF708	0	0	0	0	3	0	0	0	0	3	1	1
ZNF718	0	0	0	0	3	0	0	0	0	3	1	1
ZNF772	0	0	0	1	2	0	0	0	0	3	1	1
ZNF780A	0	0	0	0	3	0	0	0	0	3	1	1
ZNF782	0	0	0	0	3	0	0	0	0	3	1	1
ZNF79	1	0	0	0	2	0	0	0	0	3	1	1
ZNF805	0	0	0	0	3	0	0	0	0	3	1	1
ZNF839	0	0	0	0	3	0	0	0	0	3	1	1
ZSCAN2	0	0	0	0	3	0	0	0	0	3	1	1
ABCA2	0	0	0	0	2	0	0	0	0	2	1	1
ABCA6	0	0	0	0	2	0	0	0	0	2	1	1
ABCA8	0	0	0	0	2	0	0	0	0	2	1	1
ABCB4	0	0	0	0	2	0	0	0	0	2	1	1
ABCB5	0	0	0	0	2	0	0	0	0	2	1	1
ABCC11	0	0	0	0	1	1	0	0	0	2	1	1
ABCC2	0	0	0	0	2	0	0	0	0	2	1	1
ABHD16B	0	0	0	0	2	0	0	0	0	2	1	1
ABI3BP	0	0	0	0	2	0	0	0	0	2	1	1
ABLIM2	0	0	0	0	2	0	0	0	0	2	1	1
ACCSL	0	0	0	0	2	0	0	0	0	2	1	1
ACLY	0	0	0	0	1	0	0	1	0	2	1	1
ACP2	0	0	0	0	2	0	0	0	0	2	1	1
ACP4	0	0	0	0	2	0	0	0	0	2	1	1
ACSF3	0	0	0	0	2	0	0	0	0	2	1	1
ACTA1	0	0	0	0	2	0	0	0	0	2	1	1
ACTG2	0	0	0	0	2	0	0	0	0	2	1	1
ADAM12	0	0	0	0	2	0	0	0	0	2	1	1
ADAM15	0	0	0	0	2	0	0	0	0	2	1	1
ADAM22	0	0	0	0	2	0	0	0	0	2	1	1
ADAMTS4	0	0	0	0	2	0	0	0	0	2	1	1
ADAMTSL2	0	0	0	0	2	0	0	0	0	2	1	1
ADAMTSL4	1	0	0	0	1	0	0	0	0	2	1	1
ADAR	0	0	0	0	2	0	0	0	0	2	1	1
ADD1	0	0	0	0	2	0	0	0	0	2	1	1
ADGRA2	1	0	0	0	0	1	0	0	0	2	1	1
ADGRF5	0	0	0	0	2	0	0	0	0	2	1	1
ADGRG1	0	0	0	0	1	0	0	1	0	2	1	1
ADGRL2	1	0	0	0	1	0	0	0	0	2	1	1
AEN	0	0	0	0	2	0	0	0	0	2	1	1
AFAP1L2	1	0	0	0	1	0	0	0	0	2	1	1
AFDN	0	0	0	0	2	0	0	0	0	2	1	1
AGBL5	0	0	0	0	2	0	0	0	0	2	1	1
AHCTF1	0	0	0	0	2	0	0	0	0	2	1	1
AKAP3	0	0	0	0	2	0	0	0	0	2	1	1
AKNA	1	0	0	0	1	0	0	0	0	2	1	1
AKR7A3	0	0	0	0	2	0	0	0	0	2	1	1
ALDH1A2	0	0	0	0	1	0	0	0	1	2	1	1
ALDH1B1	0	0	0	0	2	0	0	0	0	2	1	1
ALG2	0	0	0	0	2	0	0	0	0	2	1	1
ALK	0	0	0	0	2	0	0	0	0	2	1	1
AMDHD1	1	0	0	0	1	0	0	0	0	2	1	1
AMER1	1	0	0	0	1	0	0	0	0	2	1	1
ANKLE2	0	0	0	0	2	0	0	0	0	2	1	1
ANKRD20A1	0	0	0	0	2	0	0	0	0	2	1	1
ANKRD27	0	0	0	0	2	0	0	0	0	2	1	1
ANKRD36C	0	0	0	0	2	0	0	0	0	2	1	1
ANKRD61	0	0	0	0	2	0	0	0	0	2	1	1
ANKUB1	0	0	0	0	2	0	0	0	0	2	1	1
ANKZF1	0	0	0	0	1	0	0	1	0	2	1	1
ANLN	0	0	0	1	1	0	0	0	0	2	1	1
ANO4	0	0	0	0	2	0	0	0	0	2	1	1
ANP32D	0	0	0	0	2	0	0	0	0	2	1	1
AOC3	0	0	0	0	2	0	0	0	0	2	1	1
AOX1	0	0	0	0	2	0	0	0	0	2	1	1
AP4E1	0	0	0	0	2	0	0	0	0	2	1	1
AP5B1	0	0	0	0	2	0	0	0	0	2	1	1
APC	1	0	0	0	1	0	0	0	0	2	1	1
APLF	0	0	0	0	2	0	0	0	0	2	1	1
APOBEC3G	0	0	0	0	2	0	0	0	0	2	1	1
ARHGAP21	0	0	0	0	2	0	0	0	0	2	1	1
ARHGAP39	0	0	0	0	2	0	0	0	0	2	1	1
ARHGAP8	0	0	0	0	2	0	0	0	0	2	1	1
ARHGDIA	0	0	0	0	1	0	0	1	0	2	1	1
ARHGEF16	0	0	0	0	2	0	0	0	0	2	1	1
