Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
MDH2	0	0	0	0	2	0	0	0	0	2	1	1
MDM1	0	0	0	0	2	0	0	0	0	2	1	1
MEAK7	0	0	0	0	2	0	0	0	0	2	1	1
MERTK	0	0	0	0	2	0	0	0	0	2	1	1
METTL15	0	0	0	0	2	0	0	0	0	2	1	1
METTL4	0	0	0	0	2	0	0	0	0	2	1	1
MFSD1	0	0	0	0	2	0	0	0	0	2	1	1
MFSD2B	0	0	0	0	2	0	0	0	0	2	1	1
MICAL1	0	0	0	0	2	0	0	0	0	2	1	1
MIIP	0	0	0	0	2	0	0	0	0	2	1	1
MINDY1	0	0	0	0	2	0	0	0	0	2	1	1
MLLT1	0	0	0	0	1	0	0	1	0	2	1	1
MLNR	0	0	0	0	2	0	0	0	0	2	1	1
MMP16	0	0	0	0	2	0	0	0	0	2	1	1
MMS19	0	0	0	0	2	0	0	0	0	2	1	1
MMUT	0	0	0	0	2	0	0	0	0	2	1	1
MOCS3	0	0	0	0	2	0	0	0	0	2	1	1
MOK	0	0	0	0	2	0	0	0	0	2	1	1
MORN1	0	0	0	0	2	0	0	0	0	2	1	1
MPP3	1	0	0	0	1	0	0	0	0	2	1	1
MPZ	0	0	0	0	2	0	0	0	0	2	1	1
MRNIP	0	0	0	0	2	0	0	0	0	2	1	1
MROH8	1	0	0	0	1	0	0	0	0	2	1	1
MRPL18	0	0	1	0	1	0	0	0	0	2	1	1
MRPL52	0	0	0	0	2	0	0	0	0	2	1	1
MSS51	0	0	0	0	2	0	0	0	0	2	1	1
MT-ATP6	0	0	0	0	2	0	0	0	0	2	1	1
MTCL1	0	0	0	0	2	0	0	0	0	2	1	1
MTERF4	0	0	0	0	2	0	0	0	0	2	1	1
MTG2	0	0	0	0	2	0	0	0	0	2	1	1
MTHFD2L	1	0	0	0	1	0	0	0	0	2	1	1
MTIF2	0	0	0	0	2	0	0	0	0	2	1	1
MTMR11	1	0	0	0	1	0	0	0	0	2	1	1
MTMR4	0	0	0	0	2	0	0	0	0	2	1	1
MTMR8	0	0	0	0	2	0	0	0	0	2	1	1
MTRR	0	0	0	0	2	0	0	0	0	2	1	1
MTSS1	0	0	0	0	2	0	0	0	0	2	1	1
MUTYH	0	0	0	0	2	0	0	0	0	2	1	1
MYB	0	0	0	0	1	1	0	0	0	2	1	1
MYBBP1A	0	0	0	0	2	0	0	0	0	2	1	1
MYBPHL	0	0	0	0	2	0	0	0	0	2	1	1
MYLK2	0	0	0	0	2	0	0	0	0	2	1	1
MYO10	0	0	0	0	2	0	0	0	0	2	1	1
MYO5A	0	0	0	0	1	0	0	1	0	2	1	1
MYO5C	0	0	0	0	2	0	0	0	0	2	1	1
MYORG	0	0	0	0	1	1	0	0	0	2	1	1
MYOZ3	0	0	0	0	2	0	0	0	0	2	1	1
NAAA	0	0	0	0	2	0	0	0	0	2	1	1
NADSYN1	0	0	0	0	2	0	0	0	0	2	1	1
NANS	1	0	0	0	1	0	0	0	0	2	1	1
NAV2	0	0	0	0	2	0	0	0	0	2	1	1
NAV3	0	0	0	0	2	0	0	0	0	2	1	1
NBAS	0	0	0	0	2	0	0	0	0	2	1	1
NBPF14	0	0	0	0	2	0	0	0	0	2	1	1
NCOA3	0	0	1	0	1	0	0	0	0	2	1	1
NDUFV3	0	0	0	0	1	1	0	0	0	2	1	1
NEK3	0	0	0	0	2	0	0	0	0	2	1	1
NF1	0	0	0	0	1	1	0	0	0	2	1	1
NHLRC1	0	0	0	0	1	1	0	0	0	2	1	1
NHS	0	0	0	0	2	0	0	0	0	2	1	1
NISCH	0	0	0	0	2	0	0	0	0	2	1	1
NLRX1	0	0	0	0	2	0	0	0	0	2	1	1
NMT2	0	0	0	0	1	0	0	1	0	2	1	1
NOC3L	0	0	0	0	2	0	0	0	0	2	1	1
NOP14	0	0	0	0	2	0	0	0	0	2	1	1
NOP9	0	0	0	1	1	0	0	0	0	2	1	1
NOS1AP	0	0	0	0	2	0	0	0	0	2	1	1
NOTCH1	0	0	0	0	2	0	0	0	0	2	1	1
NOTCH3	0	0	0	0	2	0	0	0	0	2	1	1
NOTUM	0	0	0	0	1	0	0	0	1	2	1	1
NOX5	0	0	0	0	2	0	0	0	0	2	1	1
NPDC1	0	0	0	0	2	0	0	0	0	2	1	1
NPHP4	0	0	0	0	1	1	0	0	0	2	1	1
NPIPB13	0	0	0	0	2	0	0	0	0	2	1	1
NPM2	1	0	0	0	1	0	0	0	0	2	1	1
NPW	0	0	0	0	2	0	0	0	0	2	1	1
NR1H3	0	0	0	0	1	0	0	1	0	2	1	1
NR4A3	0	0	1	0	1	0	0	0	0	2	1	1
NRCAM	0	0	0	0	2	0	0	0	0	2	1	1
NRG2	0	0	0	0	2	0	0	0	0	2	1	1
NSFL1C	0	0	0	0	2	0	0	0	0	2	1	1
NSUN4	0	0	0	0	1	0	0	1	0	2	1	1
NT5C3B	0	0	0	0	2	0	0	0	0	2	1	1
NT5DC2	0	0	0	0	2	0	0	0	0	2	1	1
NT5E	0	0	0	0	2	0	0	0	0	2	1	1
NTN3	0	0	0	0	2	0	0	0	0	2	1	1
NUCB2	0	0	1	0	1	0	0	0	0	2	1	1
NUDCD1	0	0	0	0	2	0	0	0	0	2	1	1
NUDT22	0	0	0	0	2	0	0	0	0	2	1	1
NUP205	0	0	0	0	1	0	0	1	0	2	1	1
NUP98	0	0	0	0	2	0	0	0	0	2	1	1
NYNRIN	0	0	0	0	2	0	0	0	0	2	1	1
OAF	0	0	0	0	2	0	0	0	0	2	1	1
OAS3	0	0	0	0	2	0	0	0	0	2	1	1
OC90	0	0	0	0	2	0	0	0	0	2	1	1
OFD1	0	0	0	1	1	0	0	0	0	2	1	1
OMG	1	0	0	0	1	0	0	0	0	2	1	1
OPLAH	0	0	0	0	2	0	0	0	0	2	1	1
OSBP2	0	0	0	0	2	0	0	0	0	2	1	1
OSCP1	0	0	0	0	2	0	0	0	0	2	1	1
OVCH1	0	0	0	0	2	0	0	0	0	2	1	1
OXNAD1	0	0	0	0	2	0	0	0	0	2	1	1
P2RX7	0	0	0	0	2	0	0	0	0	2	1	1
PABPC1L	2	0	0	0	0	0	0	0	0	2	1	1
PADI1	0	0	0	0	2	0	0	0	0	2	1	1
PADI2	0	0	0	0	2	0	0	0	0	2	1	1
PALD1	0	0	0	0	2	0	0	0	0	2	1	1
PALS2	0	0	0	0	2	0	0	0	0	2	1	1
PAN2	0	0	0	0	1	0	0	1	0	2	1	1
PAPLN	0	0	0	0	2	0	0	0	0	2	1	1
PARD6A	0	0	0	0	2	0	0	0	0	2	1	1
PARP9	0	0	0	0	2	0	0	0	0	2	1	1
PARS2	0	0	0	0	2	0	0	0	0	2	1	1
PASK	0	0	0	0	2	0	0	0	0	2	1	1
PBX4	0	0	0	0	2	0	0	0	0	2	1	1
PCDH17	1	0	0	0	1	0	0	0	0	2	1	1
PCDH7	1	0	0	0	1	0	0	0	0	2	1	1
PCDHB11	0	0	0	0	2	0	0	0	0	2	1	1
PCDHB15	0	0	0	0	2	0	0	0	0	2	1	1
PCDHB4	0	0	0	0	2	0	0	0	0	2	1	1
PCDHB5	0	0	0	0	2	0	0	0	0	2	1	1
PCDHB6	0	0	0	0	2	0	0	0	0	2	1	1
PCDHGA1	0	0	0	0	2	0	0	0	0	2	1	1
PCDHGA10	0	0	0	0	2	0	0	0	0	2	1	1
PCDHGA11	0	0	0	0	2	0	0	0	0	2	1	1
PCDHGB3	0	0	0	0	2	0	0	0	0	2	1	1
PCDHGB6	0	0	0	0	2	0	0	0	0	2	1	1
PCM1	0	0	0	0	2	0	0	0	0	2	1	1
PCNX3	0	0	0	0	2	0	0	0	0	2	1	1
PCSK4	0	0	0	0	2	0	0	0	0	2	1	1
PCSK6	0	0	0	0	2	0	0	0	0	2	1	1
PCSK7	0	0	0	0	1	0	0	1	0	2	1	1
PCSK9	0	0	0	0	2	0	0	0	0	2	1	1
PCYT2	0	0	0	0	0	0	0	2	0	2	1	1
PDCD11	0	0	0	0	2	0	0	0	0	2	1	1
PDCD6IP	0	0	0	0	2	0	0	0	0	2	1	1
PDE11A	0	0	0	1	1	0	0	0	0	2	1	1
PER1	0	0	0	0	2	0	0	0	0	2	1	1
PER3	0	0	1	0	1	0	0	0	0	2	1	1
PGAP4	0	0	0	0	2	0	0	0	0	2	1	1
PGAP6	0	0	0	0	2	0	0	0	0	2	1	1
PGBD5	0	0	0	0	2	0	0	0	0	2	1	1
PHACTR4	1	0	0	0	1	0	0	0	0	2	1	1
PHC1	0	0	0	0	1	1	0	0	0	2	1	1
PHF14	0	0	0	0	2	0	0	0	0	2	1	1
PHIP	0	0	0	0	2	0	0	0	0	2	1	1
PHLDB2	0	0	0	0	1	1	0	0	0	2	1	1
PI4KA	0	0	0	0	2	0	0	0	0	2	1	1
PIGG	0	0	0	0	2	0	0	0	0	2	1	1
PIGZ	0	0	0	0	2	0	0	0	0	2	1	1
PIK3AP1	0	0	0	0	2	0	0	0	0	2	1	1
PIK3R2	0	0	0	0	2	0	0	0	0	2	1	1
PILRA	0	0	0	0	2	0	0	0	0	2	1	1
PIP5K1B	1	0	0	0	1	0	0	0	0	2	1	1
PIWIL4	0	0	0	0	2	0	0	0	0	2	1	1
PKD1L3	1	0	0	0	1	0	0	0	0	2	1	1
PLA2G4A	0	0	0	0	2	0	0	0	0	2	1	1
PLA2G4C	0	0	0	0	2	0	0	0	0	2	1	1
PLAU	0	0	0	0	1	1	0	0	0	2	1	1
PLBD2	0	0	0	0	2	0	0	0	0	2	1	1
PLCB4	0	0	0	0	2	0	0	0	0	2	1	1
PLCE1	1	0	0	0	1	0	0	0	0	2	1	1
PLCL2	0	0	0	0	0	2	0	0	0	2	1	1
PLD2	0	0	0	0	2	0	0	0	0	2	1	1
PLEKHA6	0	0	0	0	2	0	0	0	0	2	1	1
PLEKHG6	1	0	0	0	1	0	0	0	0	2	1	1
PLEKHM3	0	0	0	0	2	0	0	0	0	2	1	1
PLIN1	0	0	0	0	2	0	0	0	0	2	1	1
PLIN3	0	0	0	0	2	0	0	0	0	2	1	1
PLIN5	0	0	0	0	2	0	0	0	0	2	1	1
PLK4	0	0	0	0	2	0	0	0	0	2	1	1
PLPP6	0	0	0	0	2	0	0	0	0	2	1	1
PLSCR4	0	0	0	0	2	0	0	0	0	2	1	1
PLXND1	0	0	0	0	2	0	0	0	0	2	1	1
POLI	0	0	1	0	1	0	0	0	0	2	1	1
POLN	1	0	0	0	1	0	0	0	0	2	1	1
POLR1B	0	0	0	0	2	0	0	0	0	2	1	1
POLR1G	0	0	1	0	1	0	0	0	0	2	1	1
POLR3B	0	0	0	0	2	0	0	0	0	2	1	1
PON2	0	0	0	0	2	0	0	0	0	2	1	1
POTEE	0	0	0	0	2	0	0	0	0	2	1	1
POTEI	0	0	0	0	2	0	0	0	0	2	1	1
POTEJ	0	0	0	0	2	0	0	0	0	2	1	1
POU2F2	0	0	0	0	2	0	0	0	0	2	1	1
PPARGC1A	0	0	0	0	2	0	0	0	0	2	1	1
PPFIA4	0	0	0	0	2	0	0	0	0	2	1	1
PPFIBP2	0	0	0	0	2	0	0	0	0	2	1	1
PPIP5K2	1	0	0	0	1	0	0	0	0	2	1	1
PPP1R13L	0	0	0	0	2	0	0	0	0	2	1	1
PPP1R9A	0	0	0	0	2	0	0	0	0	2	1	1
PPP2R3A	0	0	0	0	2	0	0	0	0	2	1	1
PPP6R2	0	0	0	0	1	0	0	1	0	2	1	1
PPRC1	0	0	0	0	2	0	0	0	0	2	1	1
PRDM1	0	0	0	0	2	0	0	0	0	2	1	1
PRKAR2B	0	0	0	0	2	0	0	0	0	2	1	1
PRKCB	0	0	0	0	2	0	0	0	0	2	1	1
PRKCH	0	0	0	0	2	0	0	0	0	2	1	1
PRKCSH	0	0	1	0	1	0	0	0	0	2	1	1
PRKN	0	0	0	0	2	0	0	0	0	2	1	1
PROB1	0	0	0	0	2	0	0	0	0	2	1	1
PROCA1	0	0	0	0	2	0	0	0	0	2	1	1
PRPF4B	0	0	0	0	1	0	0	1	0	2	1	1
PRPS1L1	0	0	0	0	2	0	0	0	0	2	1	1
PRR5-ARHGAP8	0	0	0	0	2	0	0	0	0	2	1	1
PRRG1	0	0	0	0	2	0	0	0	0	2	1	1
PRRT4	0	0	0	0	2	0	0	0	0	2	1	1
PRSS53	0	0	0	0	2	0	0	0	0	2	1	1
PRSS54	0	0	0	0	2	0	0	0	0	2	1	1
PRUNE2	0	0	0	0	2	0	0	0	0	2	1	1
PSMD2	0	0	0	0	1	0	0	1	0	2	1	1
PSMD9	0	0	0	0	2	0	0	0	0	2	1	1
PSME2	0	0	0	0	1	0	0	1	0	2	1	1
PTPN12	0	0	0	0	2	0	0	0	0	2	1	1
PTPN13	0	0	0	0	2	0	0	0	0	2	1	1
PTPN6	1	0	0	0	1	0	0	0	0	2	1	1
PTPRB	0	0	0	0	2	0	0	0	0	2	1	1
PTPRG	0	0	0	0	2	0	0	0	0	2	1	1
PTPRZ1	0	0	0	0	2	0	0	0	0	2	1	1
PTX3	0	0	0	0	2	0	0	0	0	2	1	1
PWWP2B	0	0	0	0	2	0	0	0	0	2	1	1
PXK	0	0	0	0	2	0	0	0	0	2	1	1
PYDC2	0	0	0	0	2	0	0	0	0	2	1	1
PYGL	0	0	0	0	2	0	0	0	0	2	1	1
PYGM	0	0	0	0	1	0	0	1	0	2	1	1
PYROXD2	0	0	0	0	2	0	0	0	0	2	1	1
QPRT	0	0	0	0	2	0	0	0	0	2	1	1
RAB11FIP1	0	0	0	0	2	0	0	0	0	2	1	1
RAB11FIP5	0	0	1	0	1	0	0	0	0	2	1	1
RAB17	0	0	0	0	2	0	0	0	0	2	1	1
RAB6C	0	0	0	0	2	0	0	0	0	2	1	1
RABGAP1L	0	0	0	0	2	0	0	0	0	2	1	1
RAD54B	0	0	0	0	2	0	0	0	0	2	1	1
RAD54L	0	0	0	1	0	1	0	0	0	2	1	1
RADIL	0	0	0	0	2	0	0	0	0	2	1	1
RALGAPA2	0	0	0	0	2	0	0	0	0	2	1	1
RALY	0	0	0	0	2	0	0	0	0	2	1	1
RAMP2	1	0	0	0	1	0	0	0	0	2	1	1
RAPGEF2	0	0	0	0	2	0	0	0	0	2	1	1
RARRES1	1	0	0	0	1	0	0	0	0	2	1	1
RASEF	0	0	0	0	2	0	0	0	0	2	1	1
RASGEF1A	0	0	0	0	1	1	0	0	0	2	1	1
RASGRP1	0	0	0	0	2	0	0	0	0	2	1	1
RBFA	0	0	0	0	2	0	0	0	0	2	1	1
RBM23	0	0	0	1	0	0	0	1	0	2	1	1
RBMXL1	0	0	0	0	2	0	0	0	0	2	1	1
RC3H2	0	0	0	0	0	2	0	0	0	2	1	1
RECQL4	0	0	0	0	2	0	0	0	0	2	1	1
RETSAT	0	0	0	0	2	0	0	0	0	2	1	1
RFTN1	0	0	0	0	2	0	0	0	0	2	1	1
RFWD3	0	0	0	0	2	0	0	0	0	2	1	1
RGMB	0	0	0	0	2	0	0	0	0	2	1	1
RGS7	0	0	0	0	2	0	0	0	0	2	1	1
RHBDF2	0	0	0	0	2	0	0	0	0	2	1	1
RHBDL2	0	0	0	0	2	0	0	0	0	2	1	1
RHPN2	0	0	0	0	2	0	0	0	0	2	1	1
RIN2	0	0	0	0	2	0	0	0	0	2	1	1
RIN3	0	0	1	0	1	0	0	0	0	2	1	1
RIOK2	0	0	0	0	2	0	0	0	0	2	1	1
RIPK4	0	0	0	0	2	0	0	0	0	2	1	1
RLF	0	0	0	0	2	0	0	0	0	2	1	1
RNASEL	1	0	0	0	1	0	0	0	0	2	1	1
RND1	0	0	0	0	2	0	0	0	0	2	1	1
RNF128	1	1	0	0	0	0	0	0	0	2	1	1
RNF144A	0	0	0	0	2	0	0	0	0	2	1	1
RNF217	0	0	0	0	2	0	0	0	0	2	1	1
ROPN1L	0	0	0	0	2	0	0	0	0	2	1	1
RPAP1	0	0	0	0	2	0	0	0	0	2	1	1
RPS4Y2	0	0	0	0	2	0	0	0	0	2	1	1
RPS6KL1	0	0	0	0	2	0	0	0	0	2	1	1
RSAD1	0	0	0	0	2	0	0	0	0	2	1	1
RSRC1	1	1	0	0	0	0	0	0	0	2	1	1
RTN3	0	0	0	0	2	0	0	0	0	2	1	1
RUSC2	0	0	0	0	2	0	0	0	0	2	1	1
RXFP4	0	0	0	0	2	0	0	0	0	2	1	1
SAC3D1	0	0	0	0	2	0	0	0	0	2	1	1
SAFB	0	0	0	0	1	0	0	1	0	2	1	1
SALL2	0	0	0	0	2	0	0	0	0	2	1	1
SALL4	0	0	0	0	2	0	0	0	0	2	1	1
SAMD9	1	0	0	0	1	0	0	0	0	2	1	1
SAMM50	0	0	0	0	2	0	0	0	0	2	1	1
SAP25	0	0	0	0	2	0	0	0	0	2	1	1
SASH1	0	0	0	1	1	0	0	0	0	2	1	1
SCAF11	0	0	0	0	2	0	0	0	0	2	1	1
SCLT1	0	0	0	0	2	0	0	0	0	2	1	1
SCN5A	1	0	0	0	1	0	0	0	0	2	1	1
SCRN2	0	0	0	0	2	0	0	0	0	2	1	1
SCUBE2	0	0	1	0	1	0	0	0	0	2	1	1
SEC16B	1	0	0	0	1	0	0	0	0	2	1	1
SEC23B	0	0	0	0	2	0	0	0	0	2	1	1
SEC31B	0	0	0	0	2	0	0	0	0	2	1	1
SECISBP2L	0	0	0	0	1	0	0	1	0	2	1	1
SEH1L	0	0	0	0	1	0	0	1	0	2	1	1
SELENON	0	0	0	0	2	0	0	0	0	2	1	1
SEMA4A	0	0	0	0	1	0	0	1	0	2	1	1
SEMA6B	0	0	0	0	1	0	0	1	0	2	1	1
SEPTIN4	0	0	0	0	2	0	0	0	0	2	1	1
SERHL2	0	0	0	0	2	0	0	0	0	2	1	1
SERINC2	0	0	0	1	1	0	0	0	0	2	1	1
SERTAD1	0	0	0	0	2	0	0	0	0	2	1	1
SETD2	0	0	0	0	2	0	0	0	0	2	1	1
SETD4	0	0	0	0	2	0	0	0	0	2	1	1
SETD9	0	0	0	0	2	0	0	0	0	2	1	1
SETDB2	0	0	0	0	2	0	0	0	0	2	1	1
SEZ6	0	0	0	0	1	1	0	0	0	2	1	1
SFI1	1	0	0	0	1	0	0	0	0	2	1	1
SFTPB	0	1	0	0	1	0	0	0	0	2	1	1
SGO1	1	0	0	0	1	0	0	0	0	2	1	1
SGSM2	0	0	0	0	2	0	0	0	0	2	1	1
SH3D21	0	0	0	0	2	0	0	0	0	2	1	1
SHANK1	0	0	0	0	2	0	0	0	0	2	1	1
SIGLEC15	0	0	0	0	2	0	0	0	0	2	1	1
SIPA1L3	0	0	0	0	2	0	0	0	0	2	1	1
SIX4	0	0	0	0	2	0	0	0	0	2	1	1
SLAMF1	0	0	0	0	2	0	0	0	0	2	1	1
SLC12A1	0	0	0	0	2	0	0	0	0	2	1	1
SLC12A8	0	0	0	0	2	0	0	0	0	2	1	1
SLC15A3	0	0	0	0	2	0	0	0	0	2	1	1
SLC16A13	0	1	0	0	1	0	0	0	0	2	1	1
SLC16A4	1	0	0	0	1	0	0	0	0	2	1	1
SLC16A5	0	0	0	0	2	0	0	0	0	2	1	1
SLC1A5	0	0	0	0	2	0	0	0	0	2	1	1
SLC22A23	0	0	0	0	2	0	0	0	0	2	1	1
SLC24A4	0	0	0	0	2	0	0	0	0	2	1	1
SLC25A41	0	0	0	0	2	0	0	0	0	2	1	1
SLC25A48	0	0	0	0	1	0	0	0	1	2	1	1
SLC26A1	0	0	0	0	2	0	0	0	0	2	1	1
SLC26A11	0	0	0	0	1	1	0	0	0	2	1	1
SLC2A10	0	0	0	0	2	0	0	0	0	2	1	1
SLC2A9	1	0	0	0	1	0	0	0	0	2	1	1
SLC30A9	0	0	0	0	2	0	0	0	0	2	1	1
SLC35F5	1	0	0	0	1	0	0	0	0	2	1	1
SLC38A10	0	0	1	0	1	0	0	0	0	2	1	1
SLC39A4	0	0	0	0	2	0	0	0	0	2	1	1
SLC45A4	0	0	0	0	2	0	0	0	0	2	1	1
SLC47A1	1	0	0	0	1	0	0	0	0	2	1	1
SLC49A3	0	0	0	0	2	0	0	0	0	2	1	1
SLC4A3	0	0	0	0	2	0	0	0	0	2	1	1
SLC4A5	0	0	0	0	2	0	0	0	0	2	1	1
SLC52A1	0	0	0	0	2	0	0	0	0	2	1	1
SLC6A16	0	0	0	0	2	0	0	0	0	2	1	1
SLC9B2	0	0	0	0	2	0	0	0	0	2	1	1
SLF1	1	0	0	0	1	0	0	0	0	2	1	1
SLFN12	0	0	0	0	2	0	0	0	0	2	1	1
SMC4	0	0	0	0	1	0	0	1	0	2	1	1
SMC6	0	0	0	0	2	0	0	0	0	2	1	1
SMCHD1	0	0	0	0	2	0	0	0	0	2	1	1
SMPD1	0	0	1	0	1	0	0	0	0	2	1	1
SMTN	0	0	0	0	2	0	0	0	0	2	1	1
SNCG	0	0	0	0	2	0	0	0	0	2	1	1
SNED1	0	0	0	0	2	0	0	0	0	2	1	1
SNW1	0	0	0	0	1	0	0	1	0	2	1	1
SNX25	0	0	0	0	2	0	0	0	0	2	1	1
SORBS2	0	0	0	0	2	0	0	0	0	2	1	1
SORBS3	0	0	0	0	2	0	0	0	0	2	1	1
SOX12	0	0	0	0	2	0	0	0	0	2	1	1
SPACA6	1	0	0	0	1	0	0	0	0	2	1	1
SPATA17	0	0	0	0	2	0	0	0	0	2	1	1
SPATA2L	0	0	0	0	2	0	0	0	0	2	1	1
SPDYA	1	0	0	0	1	0	0	0	0	2	1	1
SPEF2	1	0	0	0	1	0	0	0	0	2	1	1
SPEG	0	0	0	0	2	0	0	0	0	2	1	1
SPICE1	0	0	0	0	2	0	0	0	0	2	1	1
SREBF2	0	0	0	0	2	0	0	0	0	2	1	1
SRSF11	0	1	0	0	1	0	0	0	0	2	1	1
SSC5D	0	0	0	0	2	0	0	0	0	2	1	1
SSH2	0	0	0	0	2	0	0	0	0	2	1	1
STAG3	0	0	0	0	2	0	0	0	0	2	1	1
STARD13	0	0	0	0	2	0	0	0	0	2	1	1
STAT5A	0	0	0	0	2	0	0	0	0	2	1	1
STRIP1	0	0	0	0	2	0	0	0	0	2	1	1
STXBP2	0	0	0	0	2	0	0	0	0	2	1	1
STXBP5	0	0	0	0	2	0	0	0	0	2	1	1
SUGP2	0	0	0	0	2	0	0	0	0	2	1	1
SUPT20H	0	0	0	0	2	0	0	0	0	2	1	1
SV2B	1	0	0	0	1	0	0	0	0	2	1	1
SYCE1L	0	0	0	0	2	0	0	0	0	2	1	1
SYNE3	0	0	0	0	2	0	0	0	0	2	1	1
SYNJ1	0	0	0	0	2	0	0	0	0	2	1	1
TAF1C	0	0	0	0	2	0	0	0	0	2	1	1
TAF2	0	0	0	0	2	0	0	0	0	2	1	1
TANC1	0	0	0	0	2	0	0	0	0	2	1	1
TAS2R3	0	0	0	0	2	0	0	0	0	2	1	1
TBC1D30	0	0	0	0	2	0	0	0	0	2	1	1
TBC1D4	0	0	0	0	2	0	0	0	0	2	1	1
TBC1D8	0	0	0	0	2	0	0	0	0	2	1	1
TBC1D8B	0	0	0	0	2	0	0	0	0	2	1	1
TBCD	0	0	0	0	2	0	0	0	0	2	1	1
TBP	0	0	0	2	0	0	0	0	0	2	1	1
TCEAL6	0	0	0	0	2	0	0	0	0	2	1	1
TCFL5	0	0	0	0	2	0	0	0	0	2	1	1
TELO2	0	0	0	0	0	0	0	2	0	2	1	1
TENT5A	0	0	0	0	2	0	0	0	0	2	1	1
TESK2	0	0	0	0	2	0	0	0	0	2	1	1
TET3	0	0	0	0	2	0	0	0	0	2	1	1
TFCP2L1	0	0	0	0	2	0	0	0	0	2	1	1
TFRC	0	0	0	0	2	0	0	0	0	2	1	1
THAP8	0	0	0	0	2	0	0	0	0	2	1	1
THBS3	0	0	0	0	2	0	0	0	0	2	1	1
THEMIS2	0	0	0	0	2	0	0	0	0	2	1	1
THPO	0	0	0	0	2	0	0	0	0	2	1	1
TIGD4	1	0	0	0	1	0	0	0	0	2	1	1
TIGD6	1	0	0	0	1	0	0	0	0	2	1	1
TIMELESS	0	0	0	0	2	0	0	0	0	2	1	1
TMA16	0	0	0	0	2	0	0	0	0	2	1	1
TMCC1	0	0	0	0	2	0	0	0	0	2	1	1
TMEM132A	0	0	0	0	1	0	0	1	0	2	1	1
TMEM140	0	0	0	0	2	0	0	0	0	2	1	1
TMEM182	0	0	0	0	2	0	0	0	0	2	1	1
TMEM183A	0	0	0	0	2	0	0	0	0	2	1	1
TMEM222	0	0	0	0	2	0	0	0	0	2	1	1
TMEM255B	1	0	0	0	1	0	0	0	0	2	1	1
TMEM43	0	0	0	0	2	0	0	0	0	2	1	1
TMEM53	0	0	0	0	2	0	0	0	0	2	1	1
TMEM63A	0	0	0	0	1	0	0	1	0	2	1	1
TMEM71	0	0	0	0	2	0	0	0	0	2	1	1
TMEM8B	0	0	0	0	2	0	0	0	0	2	1	1
TMEM95	0	0	0	0	2	0	0	0	0	2	1	1
TMOD1	0	0	0	0	1	1	0	0	0	2	1	1
TMPRSS5	1	0	0	0	1	0	0	0	0	2	1	1
TNFAIP2	0	0	0	0	2	0	0	0	0	2	1	1
TNFRSF10B	0	0	0	0	2	0	0	0	0	2	1	1
TNFRSF11A	0	0	0	0	2	0	0	0	0	2	1	1
TNFSF9	0	0	0	0	2	0	0	0	0	2	1	1
TNK1	0	0	0	0	1	0	0	1	0	2	1	1
TOMM20L	0	0	0	0	2	0	0	0	0	2	1	1
TOR1AIP1	0	0	0	0	2	0	0	0	0	2	1	1
TP53TG5	0	0	1	0	1	0	0	0	0	2	1	1
TPCN2	0	0	0	0	2	0	0	0	0	2	1	1
TPD52L1	0	0	0	0	2	0	0	0	0	2	1	1
TPRG1L	1	0	0	0	1	0	0	0	0	2	1	1
TRDMT1	0	0	0	0	2	0	0	0	0	2	1	1
TRIM22	0	0	0	0	2	0	0	0	0	2	1	1
TRIM45	0	0	0	0	2	0	0	0	0	2	1	1
TRIM46	0	0	0	0	2	0	0	0	0	2	1	1
TRIM5	0	0	0	0	2	0	0	0	0	2	1	1
TRIM65	0	0	0	0	2	0	0	0	0	2	1	1
TRIM73	0	0	0	0	2	0	0	0	0	2	1	1
TRIM9	0	0	0	0	2	0	0	0	0	2	1	1
TRIO	0	0	0	0	2	0	0	0	0	2	1	1
TRIOBP	0	0	1	0	1	0	0	0	0	2	1	1
TRMT11	1	0	0	0	1	0	0	0	0	2	1	1
TRMT13	0	0	0	0	2	0	0	0	0	2	1	1
TRO	1	0	0	0	1	0	0	0	0	2	1	1
TRPM1	0	0	0	0	2	0	0	0	0	2	1	1
TRPM4	0	0	0	0	2	0	0	0	0	2	1	1
TRPT1	0	0	0	0	2	0	0	0	0	2	1	1
TRPV1	0	0	0	0	2	0	0	0	0	2	1	1
TSEN15	0	0	0	0	2	0	0	0	0	2	1	1
TSEN54	0	0	0	0	2	0	0	0	0	2	1	1
TSKU	0	0	0	0	2	0	0	0	0	2	1	1
TSSK4	0	0	0	0	2	0	0	0	0	2	1	1
TSSK6	0	0	0	0	2	0	0	0	0	2	1	1
TSTD2	0	0	0	0	2	0	0	0	0	2	1	1
TTC13	1	0	1	0	0	0	0	0	0	2	1	1
TTC21B	0	0	0	0	2	0	0	0	0	2	1	1
TTC27	0	0	0	0	2	0	0	0	0	2	1	1
TTC30B	1	0	0	0	1	0	0	0	0	2	1	1
TTC38	0	0	0	0	2	0	0	0	0	2	1	1
TTC39B	1	0	0	0	1	0	0	0	0	2	1	1
TTLL5	0	0	0	0	2	0	0	0	0	2	1	1
TUBA3E	0	0	0	0	2	0	0	0	0	2	1	1
